area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_num,price_inr,price_per_sqft,is_ready
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,ArariGo,925,2.0,1.0,37.0,2,925.0,3700000.0,4000.0,1
Built-up  Area,Ready To Move,Kammasandra,2 BHK,Vicony ,1415,2.0,2.0,60.0,2,1415.0,6000000.0,4240.282685512368,1
Plot  Area,Ready To Move,Mylasandra,1 Bedroom,,500,2.0,0.0,80.0,1,500.0,8000000.0,16000.0,1
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1225,2.0,1.0,37.0,2,1225.0,3700000.0,3020.408163265306,1
Built-up  Area,Ready To Move,Hennur Road,4 Bedroom,,2000,4.0,0.0,90.0,4,2000.0,9000000.0,4500.0,1
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,840,1.0,1.0,57.0,1,840.0,5700000.0,6785.714285714285,0
Super built-up  Area,18-Dec,Thanisandra,3 BHK,Bhe 2ko,1732,3.0,1.0,112.0,3,1732.0,11200000.0,6466.512702078522,0
Plot  Area,Ready To Move,Parappana Agrahara,1 Bedroom,,1200,1.0,0.0,45.0,1,1200.0,4500000.0,3750.0,1
Super built-up  Area,Ready To Move,Bhoganhalli,2 BHK,Srhemay,1260,2.0,1.0,69.9,2,1260.0,6990000.000000001,5547.619047619049,1
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1092,2.0,1.0,49.0,2,1092.0,4900000.0,4487.179487179487,1
Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,ICoolon,827,2.0,0.0,34.0,2,827.0,3400000.0,4111.24546553809,1
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1357,2.0,2.0,54.0,2,1357.0,5400000.0,3979.3662490788506,1
Super built-up  Area,Ready To Move,Chamrajpet,2 BHK,,650,1.0,1.0,40.0,2,650.0,4000000.0,6153.846153846154,1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1370,2.0,1.0,54.79,3,1370.0,5479000.0,3999.2700729927005,1
Super built-up  Area,Ready To Move,Whitefield,3 BHK,AjhalNa,1725,3.0,2.0,106.0,3,1725.0,10600000.0,6144.927536231884,1
Built-up  Area,Ready To Move,Jalahalli,2 BHK,,1000,2.0,0.0,70.0,2,1000.0,7000000.0,7000.0,1
Plot  Area,Ready To Move,TC Palaya,1 Bedroom,,1350,1.0,0.0,55.0,1,1350.0,5500000.0,4074.074074074074,1
Plot  Area,Ready To Move,7th Phase JP Nagar,4 Bedroom,,3200,4.0,2.0,350.0,4,3200.0,35000000.0,10937.5,1
Super built-up  Area,Ready To Move,Bellandur,3 BHK,,1717,3.0,2.0,110.0,3,1717.0,11000000.0,6406.523005241701,1
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,34.0,2,700.0,3400000.0,4857.142857142857,0
Super built-up  Area,Ready To Move,Shanthi Pura,2 BHK,ShtonDw,800,2.0,1.0,32.0,2,800.0,3200000.0,4000.0,1
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2367,4.0,3.0,340.0,3,2367.0,34000000.0,14364.17405999155,1
Super built-up  Area,Ready To Move,Sonnenahalli,3 BHK,DSgam S,1415,2.0,1.0,65.0,3,1415.0,6500000.0,4593.639575971732,1
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,1976,3.0,1.0,145.0,3,1976.0,14500000.0,7338.056680161943,0
Super built-up  Area,Ready To Move,Kambipura,2 BHK,,883,2.0,1.0,37.01,2,883.0,3701000.0,4191.392978482446,1
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,BCivell,700,1.0,1.0,38.0,1,700.0,3800000.0,5428.571428571428,1
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,Coa 3t ,1445,3.0,1.0,50.0,3,1445.0,5000000.0,3460.2076124567475,1
Super built-up  Area,19-Dec,Battarahalli,3 BHK,PaontWa,2082,3.0,2.0,104.0,3,2082.0,10400000.0,4995.1969260326605,0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0,2,1140.0,4600000.0,4035.0877192982457,1
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,933,2.0,1.0,66.0,2,933.0,6600000.0,7073.954983922829,1
Plot  Area,Ready To Move,NRI Layout,4 Bedroom,,800,5.0,1.0,95.5,4,800.0,9550000.0,11937.5,1
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,,1155,2.0,1.0,57.0,2,1155.0,5700000.0,4935.064935064935,1
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1130,2.0,1.0,36.0,2,1130.0,3600000.0,3185.8407079646017,1
Super built-up  Area,Ready To Move,Bannerghatta,2 BHK,,1200,2.0,2.0,73.2,2,1200.0,7320000.0,6100.0,1
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,2 BHK,,1055,2.0,1.0,43.0,2,1055.0,4300000.0,4075.829383886256,1
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,SradeSr,1555,3.0,2.0,125.0,3,1555.0,12500000.0,8038.585209003216,1
Super built-up  Area,Ready To Move,Bellandur,3 BHK,CVnetnc,1420,3.0,2.0,62.0,3,1420.0,6200000.0,4366.197183098591,1
Super built-up  Area,20-Apr,Viviani Road,3 BHK,,2214,3.0,2.0,350.0,3,2214.0,35000000.0,15808.491418247515,0
Super built-up  Area,18-Apr,Devanahalli,1 BHK,Sabixtt,658,1.0,1.0,26.91,1,658.0,2691000.0,4089.665653495441,0
Carpet  Area,18-Dec,Bhoganhalli,2 BHK,Rosha I,896.9,2.0,1.0,78.74,2,896.9,7873999.999999999,8779.128107927305,0
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,,4000,3.0,2.0,750.0,4,4000.0,75000000.0,18750.0,1
Built-up  Area,Ready To Move,KR Puram,2 BHK,SViseun,1035,2.0,2.0,40.0,2,1035.0,4000000.0,3864.7342995169083,1
Plot  Area,Ready To Move,Whitefield,4 Bedroom,MIntare,2064,5.0,2.0,225.0,4,2064.0,22500000.0,10901.162790697674,1
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1839,3.0,3.0,160.0,3,1839.0,16000000.0,8700.380641653072,1
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,44.0,2,1200.0,4400000.0,3666.6666666666665,1
Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,488,1.0,1.0,20.0,1,488.0,2000000.0,4098.360655737705,1
Built-up  Area,Ready To Move,Banashankari Stage II,3 BHK,,1200,2.0,1.0,198.0,3,1200.0,19800000.0,16500.0,1
Built-up  Area,Ready To Move,Sampangirama Nagar,5 Bedroom,,2760,5.0,2.0,140.0,5,2760.0,14000000.0,5072.463768115942,1
Super built-up  Area,Ready To Move,Gunjur Palya,2 BHK,Evvan V,993,2.0,2.0,42.0,2,993.0,4200000.0,4229.607250755287,1
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Siiewag,1225,2.0,1.0,45.0,2,1225.0,4500000.0,3673.469387755102,1
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,55.0,2,900.0,5500000.0,6111.111111111111,1
Built-up  Area,Ready To Move,Sompura,2 BHK,Suiseit,825,2.0,1.0,32.0,2,825.0,3200000.0,3878.787878787879,1
Super built-up  Area,Ready To Move,Bellandur,4 BHK,,3596,4.0,2.0,359.0,4,3596.0,35900000.0,9983.314794215796,1
Plot  Area,Ready To Move,Hosahalli Extension,6 Bedroom,,1350,4.0,1.0,203.0,6,1350.0,20300000.0,15037.037037037036,1
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,SJmesst,1800,3.0,3.0,92.0,3,1800.0,9200000.0,5111.111111111111,1
Super built-up  Area,Ready To Move,Shankarapuram,2 BHK,,925,2.0,1.0,100.0,2,925.0,10000000.0,10810.81081081081,1
Super built-up  Area,21-Mar,Kanakpura Road,2 BHK,GolusLi,1167,2.0,1.0,63.0,2,1167.0,6300000.0,5398.457583547558,0
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,1150,2.0,1.0,41.0,2,1150.0,4100000.0,3565.217391304348,1
Super built-up  Area,18-Aug,Byatarayanapura,1 BHK,Hisic G,650,1.0,1.0,50.0,1,650.0,5000000.0,7692.307692307692,0
Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,Shthi S,675,1.0,1.0,27.0,1,675.0,2700000.0,4000.0,1
Plot  Area,Ready To Move,Doctor Layout Rayasandra,2 Bedroom,,2260,3.0,1.0,90.0,2,2260.0,9000000.0,3982.3008849557523,1
Super built-up  Area,18-Apr,Anwar Layout,1 BHK,UKicte ,660 - 780,1.0,0.0,32.39,1,720.0,3239000.0,4498.611111111111,0
Plot  Area,Ready To Move,Whitefield,3 Bedroom,Toindls,4800,4.0,2.0,600.0,3,4800.0,60000000.0,12500.0,1
Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,,1100,2.0,1.0,58.0,2,1100.0,5800000.0,5272.727272727273,1
Super built-up  Area,Ready To Move,Pillanna Gardens,2 BHK,,550,1.0,1.0,20.0,2,550.0,2000000.0,3636.3636363636365,1
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330,2.0,1.0,58.0,3,1330.0,5800000.0,4360.902255639097,1
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1320,2.0,1.0,160.0,2,1320.0,16000000.0,12121.212121212122,1
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,,1685,4.0,2.0,185.0,3,1685.0,18500000.0,10979.228486646884,1
Super built-up  Area,Ready To Move,Ullal Uppanagar,6 BHK,,2400,5.0,2.0,75.0,6,2400.0,7500000.0,3125.0,1
Super built-up  Area,18-Apr,Banashankari,3 BHK,Bregae ,1770,3.0,3.0,108.0,3,1770.0,10800000.0,6101.6949152542375,0
Super built-up  Area,Ready To Move,Prithvi Layout,3 BHK,Prigh L,2100,3.0,3.0,125.0,3,2100.0,12500000.0,5952.380952380952,1
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,1000,2.0,3.0,42.0,2,1000.0,4200000.0,4200.0,1
Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,2916,5.0,1.0,230.0,4,2916.0,23000000.0,7887.517146776406,1
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoapeSu,1419.59,2.0,1.0,65.0,3,1419.59,6500000.0,4578.786832817927,1
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,KAMESRI,1400,3.0,2.0,81.0,3,1400.0,8100000.0,5785.714285714285,1
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,750,2.0,1.0,37.49,2,750.0,3749000.0,4998.666666666667,1
Super built-up  Area,Ready To Move,Bannerghatta,2 BHK,,1070,2.0,1.0,87.0,2,1070.0,8700000.0,8130.841121495327,1
Super built-up  Area,18-Dec,Kannamangala,3 BHK,Sonue A,1536,3.0,1.0,107.0,3,1536.0,10700000.0,6966.145833333333,0
Built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1710,3.0,2.0,210.0,3,1710.0,21000000.0,12280.701754385966,1
Carpet  Area,Ready To Move,JP Nagar,3 BHK,Saacy A,2400,3.0,3.0,196.0,3,2400.0,19600000.0,8166.666666666667,1
Super built-up  Area,18-Mar,Sarjapur  Road,3 BHK,PualeSk,1618 - 1929,3.0,2.0,102.92,3,1773.5,10292000.0,5803.213983648154,0
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1342,2.0,1.0,72.0,2,1342.0,7200000.0,5365.126676602086,0
Super built-up  Area,Ready To Move,Chandra Layout,3 BHK,,1600,3.0,2.0,130.0,3,1600.0,13000000.0,8125.0,1
Super built-up  Area,19-Dec,Kanakapura,1 BHK,GoityEt,938,1.0,1.0,50.0,1,938.0,5000000.0,5330.490405117271,0
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,99.0,3,1820.0,9900000.0,5439.56043956044,1
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,170.0,4,2439.0,17000000.0,6970.069700697007,1
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1665,3.0,2.0,78.0,3,1665.0,7800000.0,4684.684684684685,1
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1850,3.0,2.0,150.0,3,1850.0,15000000.0,8108.108108108108,1
Built-up  Area,Ready To Move,Bommanahalli,2 BHK,Alarke ,1091,2.0,1.0,40.0,2,1091.0,4000000.0,3666.3611365719526,1
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,74.03,2,1346.0,7403000.0,5500.0,0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1720,3.0,2.0,224.0,3,1720.0,22400000.0,13023.255813953489,1
Built-up  Area,Ready To Move,Brookefield,4 Bedroom,Goodsrb,3675,4.0,3.0,176.0,4,3675.0,17600000.0,4789.115646258503,1
Super built-up  Area,18-Jun,JP Nagar,2 BHK,,1060,2.0,2.0,33.95,2,1060.0,3395000.0000000005,3202.8301886792456,0
Built-up  Area,18-Dec,Whitefield,2 BHK,,1059,2.0,1.0,57.0,2,1059.0,5700000.0,5382.43626062323,0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1299,2.0,1.0,97.0,2,1299.0,9700000.0,7467.282525019245,1
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Niareum,1491,3.0,2.0,85.0,3,1491.0,8500000.0,5700.871898054997,1
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1200,2.0,2.0,85.0,2,1200.0,8500000.0,7083.333333333333,1
Built-up  Area,Ready To Move,Yelahanka,4 Bedroom,,2088,5.0,0.0,110.0,4,2088.0,11000000.0,5268.199233716475,1
Super built-up  Area,Ready To Move,Hulimavu,1 BHK,,581,1.0,1.0,29.0,1,581.0,2900000.0,4991.394148020654,1
Super built-up  Area,Ready To Move,Devarabeesana Halli,2 BHK,,1296,2.0,2.0,70.0,2,1296.0,7000000.0,5401.234567901234,1
Super built-up  Area,Ready To Move,Doctors Layout,2 BHK,Mavelr ,1125,2.0,1.0,55.0,2,1125.0,5500000.0,4888.888888888889,1
Built-up  Area,Ready To Move,Electronic City,3 BHK,Emodsel,1275,3.0,1.0,70.0,3,1275.0,7000000.0,5490.196078431372,1
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1095,2.0,2.0,55.0,2,1095.0,5500000.0,5022.83105022831,1
Plot  Area,Ready To Move,Sarjapur  Road,5 Bedroom,AdlasRe,10000,4.0,2.0,975.0,5,10000.0,97500000.0,9750.0,1
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Sastaat,1330,2.0,2.0,74.0,2,1330.0,7400000.0,5563.909774436091,1
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1135,2.0,2.0,60.0,2,1135.0,6000000.0,5286.343612334802,1
Super built-up  Area,Ready To Move,Whitefield,1 BHK,,516,1.0,1.0,39.0,1,516.0,3900000.0,7558.139534883721,1
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1194,2.0,1.0,51.0,2,1194.0,5100000.0,4271.356783919598,1
Plot  Area,Ready To Move,Banaswadi,5 Bedroom,,2250,5.0,2.0,240.0,5,2250.0,24000000.0,10666.666666666666,1
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,770,1.0,1.0,38.0,2,770.0,3800000.0,4935.064935064935,1
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3930,5.0,2.0,330.0,4,3930.0,33000000.0,8396.946564885497,1
Super built-up  Area,18-May,Chikkalasandra,3 BHK,,1355,3.0,2.0,54.2,3,1355.0,5420000.0,4000.0,0
Built-up  Area,Ready To Move,Abbigere,8 Bedroom,,3000,8.0,0.0,150.0,8,3000.0,15000000.0,5000.0,1
Built-up  Area,Ready To Move,Harlur,4 BHK,Prncyrn,2569,4.0,1.0,175.0,4,2569.0,17500000.0,6811.989100817439,1
Built-up  Area,Ready To Move,Hebbal,4 Bedroom,,3758,4.0,2.0,450.0,4,3758.0,45000000.0,11974.454497072911,1
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116,2.0,3.0,51.91,2,1116.0,5191000.0,4651.433691756272,1
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Prsun S,1707,3.0,2.0,115.0,3,1707.0,11500000.0,6736.965436438196,1
Plot  Area,18-Apr,AECS LAYOUT A-BLOCK Singasandra,5 Bedroom,,1200,5.0,1.0,225.0,5,1200.0,22500000.0,18750.0,0
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,,1070,2.0,2.0,49.0,2,1070.0,4900000.0,4579.439252336449,1
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,,6000,4.0,2.0,410.0,4,6000.0,41000000.0,6833.333333333333,1
Super built-up  Area,18-Apr,Tumkur Road,3 BHK,Sahtsva,1240,2.0,1.0,83.0,3,1240.0,8300000.0,6693.548387096775,0
Super built-up  Area,19-Dec,JP Nagar,2 BHK,Shestut,1300,2.0,1.0,91.65,2,1300.0,9165000.0,7050.0,0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJodsed,1700,2.0,2.0,76.0,2,1700.0,7600000.0,4470.588235294118,1
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1383,2.0,2.0,76.18,3,1383.0,7618000.000000001,5508.315256688359,1
Built-up  Area,Ready To Move,Banashankari Stage I,5 Bedroom,,3000,4.0,3.0,170.0,5,3000.0,17000000.0,5666.666666666667,1
Built-up  Area,18-Dec,Electronic City,2 BHK,,1200,2.0,1.0,34.65,2,1200.0,3465000.0,2887.5,0
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,,935,2.0,3.0,45.0,2,935.0,4500000.0,4812.834224598931,1
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,151.0,3,2072.0,15100000.0,7287.644787644787,1
Built-up  Area,Ready To Move,Ramanjaneyanagar,4 Bedroom,,2200,3.0,1.0,225.0,4,2200.0,22500000.0,10227.272727272728,1
Super built-up  Area,Ready To Move,Jalahalli,1 BHK,Vaniai ,615,1.0,1.0,46.0,1,615.0,4600000.0,7479.674796747968,1
Super built-up  Area,Ready To Move,KR Puram,2 BHK,CiaksRi,1116,2.0,1.0,45.0,2,1116.0,4500000.0,4032.2580645161293,1
Super built-up  Area,18-Dec,Whitefield,3 BHK,Asarqz ,1639,3.0,2.0,107.0,3,1639.0,10700000.0,6528.370957901159,0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1839,3.0,2.0,130.0,3,1839.0,13000000.0,7069.0592713431215,1
Super built-up  Area,Ready To Move,Byatarayanapura,2 BHK,,1300,2.0,2.0,63.0,2,1300.0,6300000.0,4846.153846153846,1
Super built-up  Area,Ready To Move,Horamavu Agara,1 BHK,,625,1.0,1.0,27.0,1,625.0,2700000.0,4320.0,1
Super built-up  Area,18-May,Thanisandra,1 BHK,Bhmesy ,933,1.0,1.0,61.0,1,933.0,6100000.0,6538.049303322615,0
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Saageat,2289,3.0,3.0,180.0,3,2289.0,18000000.0,7863.695937090432,1
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,,2316,3.0,0.0,125.0,3,2316.0,12500000.0,5397.2366148531955,1
Super built-up  Area,18-May,Electronic City,2 BHK,,1005,2.0,1.0,39.77,2,1005.0,3977000.0000000005,3957.213930348259,0
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,SLoraFl,1080,2.0,1.0,38.0,2,1080.0,3800000.0,3518.5185185185187,1
Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,Prodsth,910,2.0,3.0,36.0,2,910.0,3600000.0,3956.043956043956,1
Plot  Area,Ready To Move,Hormavu,2 Bedroom,Grensak,1200,2.0,0.0,73.0,2,1200.0,7300000.0,6083.333333333333,1
Super built-up  Area,Ready To Move,Electronic City,2 BHK,YCnce R,1110,2.0,1.0,39.9,2,1110.0,3990000.0,3594.5945945945946,1
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1142,2.0,2.0,56.0,2,1142.0,5600000.0,4903.6777583187395,1
Carpet  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,4000,4.0,3.0,240.0,5,4000.0,24000000.0,6000.0,1
Plot  Area,18-Mar,Hormavu,3 Bedroom,Prageta,1800,3.0,1.0,204.0,3,1800.0,20400000.0,11333.333333333334,0
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,CMard B,1005,2.0,1.0,55.0,2,1005.0,5500000.0,5472.636815920398,1
Built-up  Area,18-Apr,3rd Block Banashankari,3 BHK,,1626.6,3.0,1.0,133.0,3,1626.6,13300000.0,8176.564613303824,0
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1074,2.0,2.0,54.0,2,1074.0,5400000.0,5027.932960893855,1
Carpet  Area,Ready To Move,Basavangudi,2 BHK,,1230,2.0,0.0,80.0,2,1230.0,8000000.0,6504.065040650406,1
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,660,1.0,1.0,23.0,2,660.0,2300000.0,3484.848484848485,1
Built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,,1007,2.0,2.0,48.0,2,1007.0,4800000.0,4766.633565044687,1
Plot  Area,Ready To Move,2nd Block Hrbr Layout,4 Bedroom,,1050,6.0,1.0,74.0,4,1050.0,7400000.0,7047.619047619048,1
Built-up  Area,20-Dec,Whitefield,3 BHK,,1820,3.0,2.0,113.0,3,1820.0,11300000.0,6208.791208791209,0
Super built-up  Area,Ready To Move,Basapura,2 BHK,Krtiqa ,1100,2.0,1.0,60.0,2,1100.0,6000000.0,5454.545454545455,1
Plot  Area,Ready To Move,Anjappa Layout,2 Bedroom,,1348,2.0,0.0,100.0,2,1348.0,10000000.0,7418.39762611276,1
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1230,2.0,2.0,66.25,2,1230.0,6625000.0,5386.178861788618,1
Super built-up  Area,18-May,Horamavu Agara,3 BHK,,1176,2.0,1.0,37.62,3,1176.0,3761999.9999999995,3198.9795918367345,0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1590,3.0,2.0,57.0,3,1590.0,5700000.0,3584.9056603773583,1
Built-up  Area,Ready To Move,Frazer Town,2 BHK,,1200,2.0,1.0,78.0,2,1200.0,7800000.0,6500.0,1
Built-up  Area,18-Jun,"Off Sarjapur Road,",2 BHK,,1298,2.0,1.0,65.0,2,1298.0,6500000.0,5007.704160246533,0
Super built-up  Area,18-Jul,Hosa Road,2 BHK,Mahesr ,1161,2.0,1.0,55.15,2,1161.0,5515000.0,4750.215331610681,0
Plot  Area,Ready To Move,Himagiri Meadows,4 Bedroom,,1350,4.0,0.0,175.0,4,1350.0,17500000.0,12962.962962962964,1
Plot  Area,Ready To Move,4th Block HBR Layout,5 Bedroom,,1200,5.0,2.0,138.0,5,1200.0,13800000.0,11500.0,1
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1285,2.0,1.0,60.0,2,1285.0,6000000.0,4669.260700389105,1
Super built-up  Area,17-Jun,Electronic City,3 BHK,Prarkun,1644,3.0,2.0,92.59,3,1644.0,9259000.0,5631.995133819952,0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1819,3.0,1.0,150.0,3,1819.0,15000000.0,8246.289169873557,1
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,NCaveun,1205,2.0,1.0,85.0,2,1205.0,8500000.0,7053.941908713693,1
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,2350,3.0,3.0,300.0,3,2350.0,30000000.0,12765.95744680851,1
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1050,2.0,1.0,42.0,2,1050.0,4200000.0,4000.0,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Ely 3Em,1270,2.0,2.0,62.0,2,1270.0,6200000.0,4881.889763779527,1
Super built-up  Area,18-Jun,9th Phase JP Nagar,3 BHK,,1240,2.0,2.0,39.89,3,1240.0,3989000.0,3216.935483870968,0
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3.0,3.0,70.0,3,1221.0,7000000.0,5733.005733005733,1
Built-up  Area,Ready To Move,Hoysalanagar,3 BHK,RKntsrt,840,2.0,2.0,35.0,3,840.0,3500000.0,4166.666666666667,1
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,63.0,2,1339.0,6300000.0,4705.003734129948,1
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,4303,5.0,2.0,300.0,4,4303.0,30000000.0,6971.880083662561,1
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,DSimaUl,1315,2.0,1.0,85.0,2,1315.0,8500000.0,6463.878326996198,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1250,2.0,2.0,68.0,2,1250.0,6800000.0,5440.0,1
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,850,2.0,1.0,27.0,2,850.0,2700000.0,3176.470588235294,1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1600,2.0,2.0,110.0,3,1600.0,11000000.0,6875.0,1
Built-up  Area,Ready To Move,Electronic City,2 BHK,Prhtsua,1250,2.0,1.0,62.0,2,1250.0,6200000.0,4960.0,1
Super built-up  Area,Ready To Move,Motappa Layout,3 BHK,Puodse ,1312,2.0,1.0,56.5,3,1312.0,5650000.0,4306.40243902439,1
Super built-up  Area,Ready To Move,Kadugodi,4 BHK,VSaya A,3000,4.0,0.0,134.0,4,3000.0,13400000.0,4466.666666666667,1
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Prngshi,1300,2.0,2.0,28.0,2,1300.0,2800000.0,2153.846153846154,1
Built-up  Area,Ready To Move,Whitefield,3 BHK,,1990,3.0,3.0,98.0,3,1990.0,9800000.0,4924.62311557789,1
Super built-up  Area,Ready To Move,Medahalli,2 BHK,,760,2.0,2.0,38.5,2,760.0,3850000.0,5065.789473684211,1
Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,Thessrm,5000,4.0,2.0,536.0,4,5000.0,53600000.0,10720.0,1
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,InadeAr,1614,2.0,2.0,59.0,3,1614.0,5900000.0,3655.5142503097895,1
Plot  Area,Ready To Move,Judicial Layout,4 Bedroom,,1500,3.0,2.0,162.0,4,1500.0,16200000.0,10800.0,1
Super built-up  Area,Ready To Move,Basava Nagar,3 BHK,Prvaska,1182,2.0,1.0,60.1,3,1182.0,6010000.0,5084.602368866328,1
Super built-up  Area,Ready To Move,Avalahalli,2 BHK,PyonsCa,1053,2.0,1.0,46.29,2,1053.0,4629000.0,4396.011396011396,1
Built-up  Area,Ready To Move,6th Phase JP Nagar,1 BHK,,750,1.0,1.0,105.0,1,750.0,10500000.0,14000.0,1
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,2000,3.0,3.0,125.0,3,2000.0,12500000.0,6250.0,1
Built-up  Area,18-May,Electronic City Phase II,3 BHK,SNbay G,1940,4.0,3.0,116.0,3,1940.0,11600000.0,5979.381443298969,0
Super built-up  Area,18-Dec,Hennur Road,3 BHK,Shxorm ,1590,3.0,2.0,105.0,3,1590.0,10500000.0,6603.773584905661,0
